,Disease,Symptom
31438,Varicose veins, swollen_blood_vessels
31439,Varicose veins, prominent_veins_on_calf
31440,Hypothyroidism, fatigue
31441,Hypothyroidism, weight_gain
31442,Hypothyroidism, cold_hands_and_feets
31443,Hypothyroidism, mood_swings
31444,Hypothyroidism, lethargy
31445,Hypothyroidism, dizziness
31446,Hypothyroidism, puffy_face_and_eyes
31447,Hypothyroidism, enlarged_thyroid
31448,Hypothyroidism, brittle_nails
31449,Hypothyroidism, swollen_extremeties
31450,Hypothyroidism, depression
31451,Hypothyroidism, irritability
31452,Hypothyroidism, abnormal_menstruation
31453,Hyperthyroidism, fatigue
31454,Hyperthyroidism, mood_swings
31455,Hyperthyroidism, weight_loss
31456,Hyperthyroidism, restlessness
31457,Hyperthyroidism, sweating
31458,Hyperthyroidism, diarrhoea
31459,Hyperthyroidism, fast_heart_rate
31460,Hyperthyroidism, excessive_hunger
31461,Hyperthyroidism, muscle_weakness
31462,Hyperthyroidism, irritability
31463,Hyperthyroidism, abnormal_menstruation
31464,Hypoglycemia, vomiting
31465,Hypoglycemia, fatigue
31466,Hypoglycemia, anxiety
31467,Hypoglycemia, sweating
31468,Hypoglycemia, headache
31469,Hypoglycemia, nausea
31470,Hypoglycemia, blurred_and_distorted_vision
31471,Hypoglycemia, excessive_hunger
31472,Hypoglycemia, drying_and_tingling_lips
31473,Hypoglycemia, slurred_speech
31474,Hypoglycemia, irritability
31475,Hypoglycemia, palpitations
31476,Osteoarthristis, joint_pain
31477,Osteoarthristis, neck_pain
31478,Osteoarthristis, knee_pain
31479,Osteoarthristis, hip_joint_pain
31480,Osteoarthristis, swelling_joints
31481,Osteoarthristis, painful_walking
31482,Arthritis, muscle_weakness
31483,Arthritis, stiff_neck
31484,Arthritis, swelling_joints
31485,Arthritis, movement_stiffness
31486,Arthritis, painful_walking
31487,(vertigo) Paroymsal  Positional Vertigo, vomiting
31488,(vertigo) Paroymsal  Positional Vertigo, headache
31489,(vertigo) Paroymsal  Positional Vertigo, nausea
31490,(vertigo) Paroymsal  Positional Vertigo, spinning_movements
31491,(vertigo) Paroymsal  Positional Vertigo, loss_of_balance
31492,(vertigo) Paroymsal  Positional Vertigo, unsteadiness
31493,Acne, skin_rash
31494,Acne, pus_filled_pimples
31495,Acne, blackheads
31496,Acne, scurring
31497,Urinary tract infection, burning_micturition
31498,Urinary tract infection, bladder_discomfort
31499,Urinary tract infection, foul_smell_of urine
31500,Urinary tract infection, continuous_feel_of_urine
31501,Psoriasis, skin_rash
31502,Psoriasis, joint_pain
31503,Psoriasis, skin_peeling
31504,Psoriasis, silver_like_dusting
31505,Psoriasis, small_dents_in_nails
31506,Psoriasis, inflammatory_nails
31507,Impetigo, skin_rash
31508,Impetigo, high_fever
31509,Impetigo, blister
31510,Impetigo, red_sore_around_nose
31511,Impetigo, yellow_crust_ooze
31512,Fungal infection,itching
31513,Fungal infection, skin_rash
31514,Fungal infection, nodal_skin_eruptions
31515,Fungal infection, dischromic _patches
31516,Allergy, continuous_sneezing
31517,Allergy, shivering
31518,Allergy, chills
31519,Allergy, watering_from_eyes
31520,GERD, stomach_pain
31521,GERD, acidity
31522,GERD, ulcers_on_tongue
31523,GERD, vomiting
31524,GERD, cough
31525,GERD, chest_pain
31526,Chronic cholestasis,itching
31527,Chronic cholestasis, vomiting
31528,Chronic cholestasis, yellowish_skin
31529,Chronic cholestasis, nausea
31530,Chronic cholestasis, loss_of_appetite
31531,Chronic cholestasis, abdominal_pain
31532,Chronic cholestasis, yellowing_of_eyes
31533,Drug Reaction,itching
31534,Drug Reaction, skin_rash
31535,Drug Reaction, stomach_pain
31536,Drug Reaction, burning_micturition
31537,Drug Reaction, spotting_ urination
31538,Peptic ulcer diseae, vomiting
31539,Peptic ulcer diseae, indigestion
31540,Peptic ulcer diseae, loss_of_appetite
31541,Peptic ulcer diseae, abdominal_pain
31542,Peptic ulcer diseae, passage_of_gases
31543,Peptic ulcer diseae, internal_itching
31544,AIDS, muscle_wasting
31545,AIDS, patches_in_throat
31546,AIDS, high_fever
31547,AIDS, extra_marital_contacts
31548,Diabetes , fatigue
31549,Diabetes , weight_loss
31550,Diabetes , restlessness
31551,Diabetes , lethargy
31552,Diabetes , irregular_sugar_level
31553,Diabetes , blurred_and_distorted_vision
31554,Diabetes , obesity
31555,Diabetes , excessive_hunger
31556,Diabetes , increased_appetite
31557,Diabetes , polyuria
31558,Gastroenteritis, vomiting
31559,Gastroenteritis, sunken_eyes
31560,Gastroenteritis, dehydration
31561,Gastroenteritis, diarrhoea
31562,Bronchial Asthma, fatigue
31563,Bronchial Asthma, cough
31564,Bronchial Asthma, high_fever
31565,Bronchial Asthma, breathlessness
31566,Bronchial Asthma, family_history
31567,Bronchial Asthma, mucoid_sputum
31568,Hypertension , headache
31569,Hypertension , chest_pain
31570,Hypertension , dizziness
31571,Hypertension , loss_of_balance
31572,Hypertension , lack_of_concentration
31573,Migraine, acidity
31574,Migraine, indigestion
31575,Migraine, headache
31576,Migraine, blurred_and_distorted_vision
31577,Migraine, excessive_hunger
31578,Migraine, stiff_neck
31579,Migraine, depression
31580,Migraine, irritability
31581,Migraine, visual_disturbances
31582,Cervical spondylosis, back_pain
31583,Cervical spondylosis, weakness_in_limbs
31584,Cervical spondylosis, neck_pain
31585,Cervical spondylosis, dizziness
31586,Cervical spondylosis, loss_of_balance
31587,Paralysis (brain hemorrhage), vomiting
31588,Paralysis (brain hemorrhage), headache
31589,Paralysis (brain hemorrhage), weakness_of_one_body_side
31590,Paralysis (brain hemorrhage), altered_sensorium
31591,Jaundice,itching
31592,Jaundice, vomiting
31593,Jaundice, fatigue
31594,Jaundice, weight_loss
31595,Jaundice, high_fever
31596,Jaundice, yellowish_skin
31597,Jaundice, dark_urine
31598,Jaundice, abdominal_pain
31599,Malaria, chills
31600,Malaria, vomiting
31601,Malaria, high_fever
31602,Malaria, sweating
31603,Malaria, headache
31604,Malaria, nausea
31605,Malaria, diarrhoea
31606,Malaria, muscle_pain
31607,Chicken pox,itching
31608,Chicken pox, skin_rash
31609,Chicken pox, fatigue
31610,Chicken pox, lethargy
31611,Chicken pox, high_fever
31612,Chicken pox, headache
31613,Chicken pox, loss_of_appetite
31614,Chicken pox, mild_fever
31615,Chicken pox, swelled_lymph_nodes
31616,Chicken pox, malaise
31617,Chicken pox, red_spots_over_body
31618,Dengue, skin_rash
31619,Dengue, chills
31620,Dengue, joint_pain
31621,Dengue, vomiting
31622,Dengue, fatigue
31623,Dengue, high_fever
31624,Dengue, headache
31625,Dengue, nausea
31626,Dengue, loss_of_appetite
31627,Dengue, pain_behind_the_eyes
31628,Dengue, back_pain
31629,Dengue, malaise
31630,Dengue, muscle_pain
31631,Dengue, red_spots_over_body
31632,Typhoid, chills
31633,Typhoid, vomiting
31634,Typhoid, fatigue
31635,Typhoid, high_fever
31636,Typhoid, headache
31637,Typhoid, nausea
31638,Typhoid, constipation
31639,Typhoid, abdominal_pain
31640,Typhoid, diarrhoea
31641,Typhoid, toxic_look_(typhos)
31642,Typhoid, belly_pain
31643,hepatitis A, joint_pain
31644,hepatitis A, vomiting
31645,hepatitis A, yellowish_skin
31646,hepatitis A, dark_urine
31647,hepatitis A, nausea
31648,hepatitis A, loss_of_appetite
31649,hepatitis A, abdominal_pain
31650,hepatitis A, diarrhoea
31651,hepatitis A, mild_fever
31652,hepatitis A, yellowing_of_eyes
31653,hepatitis A, muscle_pain
31654,Hepatitis B,itching
31655,Hepatitis B, fatigue
31656,Hepatitis B, lethargy
31657,Hepatitis B, yellowish_skin
31658,Hepatitis B, dark_urine
31659,Hepatitis B, loss_of_appetite
31660,Hepatitis B, abdominal_pain
31661,Hepatitis B, yellow_urine
31662,Hepatitis B, yellowing_of_eyes
31663,Hepatitis B, malaise
31664,Hepatitis B, receiving_blood_transfusion
31665,Hepatitis B, receiving_unsterile_injections
31666,Hepatitis C, fatigue
31667,Hepatitis C, yellowish_skin
31668,Hepatitis C, nausea
31669,Hepatitis C, loss_of_appetite
31670,Hepatitis C, yellowing_of_eyes
31671,Hepatitis C, family_history
31672,Hepatitis D, joint_pain
31673,Hepatitis D, vomiting
31674,Hepatitis D, fatigue
31675,Hepatitis D, yellowish_skin
31676,Hepatitis D, dark_urine
31677,Hepatitis D, nausea
31678,Hepatitis D, loss_of_appetite
31679,Hepatitis D, abdominal_pain
31680,Hepatitis D, yellowing_of_eyes
31681,Hepatitis E, joint_pain
31682,Hepatitis E, vomiting
31683,Hepatitis E, fatigue
31684,Hepatitis E, high_fever
31685,Hepatitis E, yellowish_skin
31686,Hepatitis E, dark_urine
31687,Hepatitis E, nausea
31688,Hepatitis E, loss_of_appetite
31689,Hepatitis E, abdominal_pain
31690,Hepatitis E, yellowing_of_eyes
31691,Hepatitis E, acute_liver_failure
31692,Hepatitis E, coma
31693,Hepatitis E, stomach_bleeding
31694,Alcoholic hepatitis, vomiting
31695,Alcoholic hepatitis, yellowish_skin
31696,Alcoholic hepatitis, abdominal_pain
31697,Alcoholic hepatitis, swelling_of_stomach
31698,Alcoholic hepatitis, distention_of_abdomen
31699,Alcoholic hepatitis, history_of_alcohol_consumption
31700,Alcoholic hepatitis, fluid_overload
31701,Tuberculosis, chills
31702,Tuberculosis, vomiting
31703,Tuberculosis, fatigue
31704,Tuberculosis, weight_loss
31705,Tuberculosis, cough
31706,Tuberculosis, high_fever
31707,Tuberculosis, breathlessness
31708,Tuberculosis, sweating
31709,Tuberculosis, loss_of_appetite
31710,Tuberculosis, mild_fever
31711,Tuberculosis, yellowing_of_eyes
31712,Tuberculosis, swelled_lymph_nodes
31713,Tuberculosis, malaise
31714,Tuberculosis, phlegm
31715,Tuberculosis, chest_pain
31716,Tuberculosis, blood_in_sputum
31717,Common Cold, continuous_sneezing
31718,Common Cold, chills
31719,Common Cold, fatigue
31720,Common Cold, cough
31721,Common Cold, high_fever
31722,Common Cold, headache
31723,Common Cold, swelled_lymph_nodes
31724,Common Cold, malaise
31725,Common Cold, phlegm
31726,Common Cold, throat_irritation
31727,Common Cold, redness_of_eyes
31728,Common Cold, sinus_pressure
31729,Common Cold, runny_nose
31730,Common Cold, congestion
31731,Common Cold, chest_pain
31732,Common Cold, loss_of_smell
31733,Common Cold, muscle_pain
31734,Pneumonia, chills
31735,Pneumonia, fatigue
31736,Pneumonia, cough
31737,Pneumonia, high_fever
31738,Pneumonia, breathlessness
31739,Pneumonia, sweating
31740,Pneumonia, malaise
31741,Pneumonia, phlegm
31742,Pneumonia, chest_pain
31743,Pneumonia, fast_heart_rate
31744,Pneumonia, rusty_sputum
31745,Dimorphic hemmorhoids(piles), constipation
31746,Dimorphic hemmorhoids(piles), pain_during_bowel_movements
31747,Dimorphic hemmorhoids(piles), pain_in_anal_region
31748,Dimorphic hemmorhoids(piles), bloody_stool
31749,Dimorphic hemmorhoids(piles), irritation_in_anus
31750,Heart attack, vomiting
31751,Heart attack, breathlessness
31752,Heart attack, sweating
31753,Heart attack, chest_pain
31754,Varicose veins, fatigue
31755,Varicose veins, cramps
31756,Varicose veins, bruising
31757,Varicose veins, obesity
31758,Varicose veins, swollen_legs
31759,Varicose veins, swollen_blood_vessels
31760,Varicose veins, prominent_veins_on_calf
31761,Hypothyroidism, fatigue
31762,Hypothyroidism, weight_gain
31763,Hypothyroidism, cold_hands_and_feets
31764,Hypothyroidism, mood_swings
31765,Hypothyroidism, lethargy
31766,Hypothyroidism, dizziness
31767,Hypothyroidism, puffy_face_and_eyes
31768,Hypothyroidism, enlarged_thyroid
31769,Hypothyroidism, brittle_nails
31770,Hypothyroidism, swollen_extremeties
31771,Hypothyroidism, depression
31772,Hypothyroidism, irritability
31773,Hypothyroidism, abnormal_menstruation
31774,Hyperthyroidism, fatigue
31775,Hyperthyroidism, mood_swings
31776,Hyperthyroidism, weight_loss
31777,Hyperthyroidism, restlessness
31778,Hyperthyroidism, sweating
31779,Hyperthyroidism, diarrhoea
31780,Hyperthyroidism, fast_heart_rate
31781,Hyperthyroidism, excessive_hunger
31782,Hyperthyroidism, muscle_weakness
31783,Hyperthyroidism, irritability
31784,Hyperthyroidism, abnormal_menstruation
31785,Hypoglycemia, vomiting
31786,Hypoglycemia, fatigue
31787,Hypoglycemia, anxiety
31788,Hypoglycemia, sweating
31789,Hypoglycemia, headache
31790,Hypoglycemia, nausea
31791,Hypoglycemia, blurred_and_distorted_vision
31792,Hypoglycemia, excessive_hunger
31793,Hypoglycemia, drying_and_tingling_lips
31794,Hypoglycemia, slurred_speech
31795,Hypoglycemia, irritability
31796,Hypoglycemia, palpitations
31797,Osteoarthristis, joint_pain
31798,Osteoarthristis, neck_pain
31799,Osteoarthristis, knee_pain
31800,Osteoarthristis, hip_joint_pain
31801,Osteoarthristis, swelling_joints
31802,Osteoarthristis, painful_walking
31803,Arthritis, muscle_weakness
31804,Arthritis, stiff_neck
31805,Arthritis, swelling_joints
31806,Arthritis, movement_stiffness
31807,Arthritis, painful_walking
31808,(vertigo) Paroymsal  Positional Vertigo, vomiting
31809,(vertigo) Paroymsal  Positional Vertigo, headache
31810,(vertigo) Paroymsal  Positional Vertigo, nausea
31811,(vertigo) Paroymsal  Positional Vertigo, spinning_movements
31812,(vertigo) Paroymsal  Positional Vertigo, loss_of_balance
31813,(vertigo) Paroymsal  Positional Vertigo, unsteadiness
31814,Acne, skin_rash
31815,Acne, pus_filled_pimples
31816,Acne, blackheads
31817,Acne, scurring
31818,Urinary tract infection, burning_micturition
31819,Urinary tract infection, bladder_discomfort
31820,Urinary tract infection, foul_smell_of urine
31821,Urinary tract infection, continuous_feel_of_urine
31822,Psoriasis, skin_rash
31823,Psoriasis, joint_pain
31824,Psoriasis, skin_peeling
31825,Psoriasis, silver_like_dusting
31826,Psoriasis, small_dents_in_nails
31827,Psoriasis, inflammatory_nails
31828,Impetigo, skin_rash
31829,Impetigo, high_fever
31830,Impetigo, blister
31831,Impetigo, red_sore_around_nose
31832,Impetigo, yellow_crust_ooze
31833,Fungal infection,itching
31834,Fungal infection, skin_rash
31835,Fungal infection, nodal_skin_eruptions
31836,Fungal infection, dischromic _patches
31837,Allergy, continuous_sneezing
31838,Allergy, shivering
31839,Allergy, chills
31840,Allergy, watering_from_eyes
31841,GERD, stomach_pain
31842,GERD, acidity
31843,GERD, ulcers_on_tongue
31844,GERD, vomiting
31845,GERD, cough
31846,GERD, chest_pain
31847,Chronic cholestasis,itching
31848,Chronic cholestasis, vomiting
31849,Chronic cholestasis, yellowish_skin
31850,Chronic cholestasis, nausea
31851,Chronic cholestasis, loss_of_appetite
31852,Chronic cholestasis, abdominal_pain
31853,Chronic cholestasis, yellowing_of_eyes
31854,Drug Reaction,itching
31855,Drug Reaction, skin_rash
31856,Drug Reaction, stomach_pain
31857,Drug Reaction, burning_micturition
31858,Drug Reaction, spotting_ urination
31859,Peptic ulcer diseae, vomiting
31860,Peptic ulcer diseae, indigestion
31861,Peptic ulcer diseae, loss_of_appetite
31862,Peptic ulcer diseae, abdominal_pain
31863,Peptic ulcer diseae, passage_of_gases
31864,Peptic ulcer diseae, internal_itching
31865,AIDS, muscle_wasting
31866,AIDS, patches_in_throat
31867,AIDS, high_fever
31868,AIDS, extra_marital_contacts
31869,Diabetes , fatigue
31870,Diabetes , weight_loss
31871,Diabetes , restlessness
31872,Diabetes , lethargy
31873,Diabetes , irregular_sugar_level
31874,Diabetes , blurred_and_distorted_vision
31875,Diabetes , obesity
31876,Diabetes , excessive_hunger
31877,Diabetes , increased_appetite
31878,Diabetes , polyuria
31879,Gastroenteritis, vomiting
31880,Gastroenteritis, sunken_eyes
31881,Gastroenteritis, dehydration
31882,Gastroenteritis, diarrhoea
31883,Bronchial Asthma, fatigue
31884,Bronchial Asthma, cough
31885,Bronchial Asthma, high_fever
31886,Bronchial Asthma, breathlessness
31887,Bronchial Asthma, family_history
31888,Bronchial Asthma, mucoid_sputum
31889,Hypertension , headache
31890,Hypertension , chest_pain
31891,Hypertension , dizziness
31892,Hypertension , loss_of_balance
31893,Hypertension , lack_of_concentration
31894,Migraine, acidity
31895,Migraine, indigestion
31896,Migraine, headache
31897,Migraine, blurred_and_distorted_vision
31898,Migraine, excessive_hunger
31899,Migraine, stiff_neck
31900,Migraine, depression
31901,Migraine, irritability
31902,Migraine, visual_disturbances
31903,Cervical spondylosis, back_pain
31904,Cervical spondylosis, weakness_in_limbs
31905,Cervical spondylosis, neck_pain
31906,Cervical spondylosis, dizziness
31907,Cervical spondylosis, loss_of_balance
31908,Paralysis (brain hemorrhage), vomiting
31909,Paralysis (brain hemorrhage), headache
31910,Paralysis (brain hemorrhage), weakness_of_one_body_side
31911,Paralysis (brain hemorrhage), altered_sensorium
31912,Jaundice,itching
31913,Jaundice, vomiting
31914,Jaundice, fatigue
31915,Jaundice, weight_loss
31916,Jaundice, high_fever
31917,Jaundice, yellowish_skin
31918,Jaundice, dark_urine
31919,Jaundice, abdominal_pain
31920,Malaria, chills
31921,Malaria, vomiting
31922,Malaria, high_fever
31923,Malaria, sweating
31924,Malaria, headache
31925,Malaria, nausea
31926,Malaria, diarrhoea
31927,Malaria, muscle_pain
31928,Chicken pox,itching
31929,Chicken pox, skin_rash
31930,Chicken pox, fatigue
31931,Chicken pox, lethargy
31932,Chicken pox, high_fever
31933,Chicken pox, headache
31934,Chicken pox, loss_of_appetite
31935,Chicken pox, mild_fever
31936,Chicken pox, swelled_lymph_nodes
31937,Chicken pox, malaise
31938,Chicken pox, red_spots_over_body
31939,Dengue, skin_rash
31940,Dengue, chills
31941,Dengue, joint_pain
31942,Dengue, vomiting
31943,Dengue, fatigue
31944,Dengue, high_fever
31945,Dengue, headache
31946,Dengue, nausea
31947,Dengue, loss_of_appetite
31948,Dengue, pain_behind_the_eyes
31949,Dengue, back_pain
31950,Dengue, malaise
31951,Dengue, muscle_pain
31952,Dengue, red_spots_over_body
31953,Typhoid, chills
31954,Typhoid, vomiting
31955,Typhoid, fatigue
31956,Typhoid, high_fever
31957,Typhoid, headache
31958,Typhoid, nausea
31959,Typhoid, constipation
31960,Typhoid, abdominal_pain
31961,Typhoid, diarrhoea
31962,Typhoid, toxic_look_(typhos)
31963,Typhoid, belly_pain
31964,hepatitis A, joint_pain
31965,hepatitis A, vomiting
31966,hepatitis A, yellowish_skin
31967,hepatitis A, dark_urine
31968,hepatitis A, nausea
31969,hepatitis A, loss_of_appetite
31970,hepatitis A, abdominal_pain
31971,hepatitis A, diarrhoea
31972,hepatitis A, mild_fever
31973,hepatitis A, yellowing_of_eyes
31974,hepatitis A, muscle_pain
31975,Hepatitis B,itching
31976,Hepatitis B, fatigue
31977,Hepatitis B, lethargy
31978,Hepatitis B, yellowish_skin
31979,Hepatitis B, dark_urine
31980,Hepatitis B, loss_of_appetite
31981,Hepatitis B, abdominal_pain
31982,Hepatitis B, yellow_urine
31983,Hepatitis B, yellowing_of_eyes
31984,Hepatitis B, malaise
31985,Hepatitis B, receiving_blood_transfusion
31986,Hepatitis B, receiving_unsterile_injections
